"DECL","PERIOD","PRCCODE","PRCCODE_LABEL","INDICATORS","Value","Flag and Footnotes"
"Bulgaria","Jan.-Dec. 2010","31031230","Mattresses of cellular rubber (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL",":",""
"Slovenia","Jan.-Dec. 2010","31031230","Mattresses of cellular rubber (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL",":",""
"Croatia","Jan.-Dec. 2010","31031230","Mattresses of cellular rubber (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","7,096,400",""
"EU25TOTALS","Jan.-Dec. 2010","31031230","Mattresses of cellular rubber (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","497,000,000",""
"EU27TOTALS","Jan.-Dec. 2010","31031230","Mattresses of cellular rubber (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","499,879,903",""
"Cyprus","Jan.-Dec. 2010","31031230","Mattresses of cellular rubber (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","0",""
"France","Jan.-Dec. 2010","31031250","Mattresses of cellular plastics (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","203,828,385",""
"Netherlands","Jan.-Dec. 2010","31031250","Mattresses of cellular plastics (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","3,666,000",""
"Germany","Jan.-Dec. 2010","31031250","Mattresses of cellular plastics (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","331,110,628",""
"Italy","Jan.-Dec. 2010","31031250","Mattresses of cellular plastics (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","41,009,000",""
"United Kingdom","Jan.-Dec. 2010","31031250","Mattresses of cellular plastics (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","45,116,805",""
"Ireland","Jan.-Dec. 2010","31031250","Mattresses of cellular plastics (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL",":",""
"Denmark","Jan.-Dec. 2010","31031250","Mattresses of cellular plastics (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","98,420,904",""
"Greece","Jan.-Dec. 2010","31031250","Mattresses of cellular plastics (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL",":",""
"Portugal","Jan.-Dec. 2010","31031250","Mattresses of cellular plastics (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","1,069,735",""
"Spain","Jan.-Dec. 2010","31031250","Mattresses of cellular plastics (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","47,854,714",""
"Belgium","Jan.-Dec. 2010","31031250","Mattresses of cellular plastics (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","89,360,644",""
"Luxemburg","Jan.-Dec. 2010","31031250","Mattresses of cellular plastics (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","0",""
"Iceland","Jan.-Dec. 2010","31031250","Mattresses of cellular plastics (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","0",""
"Norway","Jan.-Dec. 2010","31031250","Mattresses of cellular plastics (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","9,309,621",""
"Sweden","Jan.-Dec. 2010","31031250","Mattresses of cellular plastics (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL",":",""
"Finland","Jan.-Dec. 2010","31031250","Mattresses of cellular plastics (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","18,171,787",""
"Austria","Jan.-Dec. 2010","31031250","Mattresses of cellular plastics (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","74,521,300",""
"Malta","Jan.-Dec. 2010","31031250","Mattresses of cellular plastics (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","0",""
"Estonia","Jan.-Dec. 2010","31031250","Mattresses of cellular plastics (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","285,366",""
"Latvia","Jan.-Dec. 2010","31031250","Mattresses of cellular plastics (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","0",""
"Lithuania","Jan.-Dec. 2010","31031250","Mattresses of cellular plastics (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","842,852",""
"Poland","Jan.-Dec. 2010","31031250","Mattresses of cellular plastics (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","172,120,284",""
"Czech Republic","Jan.-Dec. 2010","31031250","Mattresses of cellular plastics (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","5,034,014",""
"Slovakia","Jan.-Dec. 2010","31031250","Mattresses of cellular plastics (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL",":",""
"Hungary","Jan.-Dec. 2010","31031250","Mattresses of cellular plastics (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","3,953,470",""
"Romania","Jan.-Dec. 2010","31031250","Mattresses of cellular plastics (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","0",""
"Bulgaria","Jan.-Dec. 2010","31031250","Mattresses of cellular plastics (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","1,991,512",""
"Slovenia","Jan.-Dec. 2010","31031250","Mattresses of cellular plastics (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","0",""
"Croatia","Jan.-Dec. 2010","31031250","Mattresses of cellular plastics (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","0",""
"EU25TOTALS","Jan.-Dec. 2010","31031250","Mattresses of cellular plastics (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","1,180,623,412",""
"EU27TOTALS","Jan.-Dec. 2010","31031250","Mattresses of cellular plastics (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","1,182,614,924",""
"Cyprus","Jan.-Dec. 2010","31031250","Mattresses of cellular plastics (including with a metal frame) (excluding water-mattresses, pneumatic mattresses)","PRODVAL","0",""
"France","Jan.-Dec. 2010","31031270","Mattresses with spring interiors (excluding of cellular rubber or plastics)","PRODVAL","197,637,408",""
"Netherlands","Jan.-Dec. 2010","31031270","Mattresses with spring interiors (excluding of cellular rubber or plastics)","PRODVAL","56,634,000",""
"Germany","Jan.-Dec. 2010","31031270","Mattresses with spring interiors (excluding of cellular rubber or plastics)","PRODVAL","220,509,532",""
"Italy","Jan.-Dec. 2010","31031270","Mattresses with spring interiors (excluding of cellular rubber or plastics)","PRODVAL","207,920,000",""
"United Kingdom","Jan.-Dec. 2010","31031270","Mattresses with spring interiors (excluding of cellular rubber or plastics)","PRODVAL","408,886,272",""
"Ireland","Jan.-Dec. 2010","31031270","Mattresses with spring interiors (excluding of cellular rubber or plastics)","PRODVAL","34,460,000",""
"Denmark","Jan.-Dec. 2010","31031270","Mattresses with spring interiors (excluding of cellular rubber or plastics)","PRODVAL","19,629,799",""
"Greece","Jan.-Dec. 2010","31031270","Mattresses with spring interiors (excluding of cellular rubber or plastics)","PRODVAL","37,119,453",""
"Portugal","Jan.-Dec. 2010","31031270","Mattresses with spring interiors (excluding of cellular rubber or plastics)","PRODVAL","50,264,228",""
"Spain","Jan.-Dec. 2010","31031270","Mattresses with spring interiors (excluding of cellular rubber or plastics)","PRODVAL","173,292,073",""
"Belgium","Jan.-Dec. 2010","31031270","Mattresses with spring interiors (excluding of cellular rubber or plastics)","PRODVAL","75,964,812",""
"Luxemburg","Jan.-Dec. 2010","31031270","Mattresses with spring interiors (excluding of cellular rubber or plastics)","PRODVAL","0",""
"Iceland","Jan.-Dec. 2010","31031270","Mattresses with spring interiors (excluding of cellular rubber or plastics)","PRODVAL",":",""
"Norway","Jan.-Dec. 2010","31031270","Mattresses with spring interiors (excluding of cellular rubber or plastics)","PRODVAL","77,623,277",""
"Sweden","Jan.-Dec. 2010","31031270","Mattresses with spring interiors (excluding of cellular rubber or plastics)","PRODVAL","35,245,300",""
"Finland","Jan.-Dec. 2010","31031270","Mattresses with spring interiors (excluding of cellular rubber or plastics)","PRODVAL","17,918,168",""
"Austria","Jan.-Dec. 2010","31031270","Mattresses with spring interiors (excluding of cellular rubber or plastics)","PRODVAL","5,228,600",""
"Malta","Jan.-Dec. 2010","31031270","Mattresses with spring interiors (excluding of cellular rubber or plastics)","PRODVAL","0",""
"Estonia","Jan.-Dec. 2010","31031270","Mattresses with spring interiors (excluding of cellular rubber or plastics)","PRODVAL","4,833,702",""
"Latvia","Jan.-Dec. 2010","31031270","Mattresses with spring interiors (excluding of cellular rubber or plastics)","PRODVAL","1,869,572",""
"Lithuania","Jan.-Dec. 2010","31031270","Mattresses with spring interiors (excluding of cellular rubber or plastics)","PRODVAL","5,547,758",""
"Poland","Jan.-Dec. 2010","31031270","Mattresses with spring interiors (excluding of cellular rubber or plastics)","PRODVAL","131,306,706",""
"Czech Republic","Jan.-Dec. 2010","31031270","Mattresses with spring interiors (excluding of cellular rubber or plastics)","PRODVAL","1,053,631",""
"Slovakia","Jan.-Dec. 2010","31031270","Mattresses with spring interiors (excluding of cellular rubber or plastics)","PRODVAL",":",""
"Hungary","Jan.-Dec. 2010","31031270","Mattresses with spring interiors (excluding of cellular rubber or plastics)","PRODVAL","2,125,272",""
"Romania","Jan.-Dec. 2010","31031270","Mattresses with spring interiors (excluding of cellular rubber or plastics)","PRODVAL","20,613,739",""
"Bulgaria","Jan.-Dec. 2010","31031270","Mattresses with spring interiors (excluding of cellular rubber or plastics)","PRODVAL","7,658,247",""
"Slovenia","Jan.-Dec. 2010","31031270","Mattresses with spring interiors (excluding of cellular rubber or plastics)","PRODVAL",":",""
"Croatia","Jan.-Dec. 2010","31031270","Mattresses with spring interiors (excluding of cellular rubber or plastics)","PRODVAL","15,551,252",""
"EU25TOTALS","Jan.-Dec. 2010","31031270","Mattresses with spring interiors (excluding of cellular rubber or plastics)","PRODVAL","1,697,209,849",""
"EU27TOTALS","Jan.-Dec. 2010","31031270","Mattresses with spring interiors (excluding of cellular rubber or plastics)","PRODVAL","1,725,481,836",""
"Cyprus","Jan.-Dec. 2010","31031270","Mattresses with spring interiors (excluding of cellular rubber or plastics)","PRODVAL","0",""
"France","Jan.-Dec. 2010","31031290","Mattresses (excluding with spring interiors, of cellular rubber or plastics)","PRODVAL",":",""
"Netherlands","Jan.-Dec. 2010","31031290","Mattresses (excluding with spring interiors, of cellular rubber or plastics)","PRODVAL",":",""
"Germany","Jan.-Dec. 2010","31031290","Mattresses (excluding with spring interiors, of cellular rubber or plastics)","PRODVAL","11,841,339",""
"Italy","Jan.-Dec. 2010","31031290","Mattresses (excluding with spring interiors, of cellular rubber or plastics)","PRODVAL","159,432,000",""
"United Kingdom","Jan.-Dec. 2010","31031290","Mattresses (excluding with spring interiors, of cellular rubber or plastics)","PRODVAL","19,812,552",""
"Ireland","Jan.-Dec. 2010","31031290","Mattresses (excluding with spring interiors, of cellular rubber or plastics)","PRODVAL",":",""
"Denmark","Jan.-Dec. 2010","31031290","Mattresses (excluding with spring interiors, of cellular rubber or plastics)","PRODVAL","134,277",""
"Greece","Jan.-Dec. 2010","31031290","Mattresses (excluding with spring interiors, of cellular rubber or plastics)","PRODVAL","25,499,943",""
"Portugal","Jan.-Dec. 2010","31031290","Mattresses (excluding with spring interiors, of cellular rubber or plastics)","PRODVAL","18,170,484",""
"Spain","Jan.-Dec. 2010","31031290","Mattresses (excluding with spring interiors, of cellular rubber or plastics)","PRODVAL","57,050,983",""
"Belgium","Jan.-Dec. 2010","31031290","Mattresses (excluding with spring interiors, of cellular rubber or plastics)","PRODVAL",":",""
"Luxemburg","Jan.-Dec. 2010","31031290","Mattresses (excluding with spring interiors, of cellular rubber or plastics)","PRODVAL","0",""
"Iceland","Jan.-Dec. 2010","31031290","Mattresses (excluding with spring interiors, of cellular rubber or plastics)","PRODVAL",":",""
"Norway","Jan.-Dec. 2010","31031290","Mattresses (excluding with spring interiors, of cellular rubber or plastics)","PRODVAL",":",""
"Sweden","Jan.-Dec. 2010","31031290","Mattresses (excluding with spring interiors, of cellular rubber or plastics)","PRODVAL","13,706,080",""
"Finland","Jan.-Dec. 2010","31031290","Mattresses (excluding with spring interiors, of cellular rubber or plastics)","PRODVAL","42,652",""
"Austria","Jan.-Dec. 2010","31031290","Mattresses (excluding with spring interiors, of cellular rubber or plastics)","PRODVAL","11,003,900",""
"Malta","Jan.-Dec. 2010","31031290","Mattresses (excluding with spring interiors, of cellular rubber or plastics)","PRODVAL","0",""
"Estonia","Jan.-Dec. 2010","31031290","Mattresses (excluding with spring interiors, of cellular rubber or plastics)","PRODVAL","857,567",""
"Latvia","Jan.-Dec. 2010","31031290","Mattresses (excluding with spring interiors, of cellular rubber or plastics)","PRODVAL",":",""
"Lithuania","Jan.-Dec. 2010","31031290","Mattresses (excluding with spring interiors, of cellular rubber or plastics)","PRODVAL","7,062,181",""
"Poland","Jan.-Dec. 2010","31031290","Mattresses (excluding with spring interiors, of cellular rubber or plastics)","PRODVAL","30,537,212",""
"Czech Republic","Jan.-Dec. 2010","31031290","Mattresses (excluding with spring interiors, of cellular rubber or plastics)","PRODVAL","22,348,956",""
"Slovakia","Jan.-Dec. 2010","31031290","Mattresses (excluding with spring interiors, of cellular rubber or plastics)","PRODVAL","4,217,524",""
"Hungary","Jan.-Dec. 2010","31031290","Mattresses (excluding with spring interiors, of cellular rubber or plastics)","PRODVAL",":",""
"Romania","Jan.-Dec. 2010","31031290","Mattresses (excluding with spring interiors, of cellular rubber or plastics)","PRODVAL",":",""
"Bulgaria","Jan.-Dec. 2010","31031290","Mattresses (excluding with spring interiors, of cellular rubber or plastics)","PRODVAL",":",""
"Slovenia","Jan.-Dec. 2010","31031290","Mattresses (excluding with spring interiors, of cellular rubber or plastics)","PRODVAL",":",""
"Croatia","Jan.-Dec. 2010","31031290","Mattresses (excluding with spring interiors, of cellular rubber or plastics)","PRODVAL","0",""
"EU25TOTALS","Jan.-Dec. 2010","31031290","Mattresses (excluding with spring interiors, of cellular rubber or plastics)","PRODVAL","408,997,841",""
"EU27TOTALS","Jan.-Dec. 2010","31031290","Mattresses (excluding with spring interiors, of cellular rubber or plastics)","PRODVAL","416,997,841",""
"Cyprus","Jan.-Dec. 2010","31031290","Mattresses (excluding with spring interiors, of cellular rubber or plastics)","PRODVAL","0",""
"France","Jan.-Dec. 2010","31091100","Metal furniture (excluding office, medical, surgical, dental or veterinary furniture; barbers¿ chairs - cases and cabinets specially designed for hi-fi systems, videos or televisions)","PRODVAL","641,239,204",""
